REGION,COUNTRY,Popn_2010,Inc_group_2010,M_Group,P_Group,O_Group,W_Group,W_MM_Group,E_Group,R_Group,NTCP_Group,Survey_title,Survey_year,Survey_national,Survey_age_grp,Smk_1_def,Smk_1_tob_use_M,Smk_1_tob_use_F,Smk_1_tob_use_B,Smk_2_def,Smk_2_tob_use_M,Smk_2_tob_use_F,Smk_2_tob_use_B,Smkless_def,Smkless_tob_use_M,Smkless_tob_use_F,Smkless_tob_use_B,Tobacco_M_Current,Tobacco_M_Daily,Tobacco_F_Current,Tobacco_F_Daily,Cigarettes_M_Current,Cigarettes_M_Daily,Cigarettes_F_Current,Cigarettes_F_Daily,Tobacco_B_Current,Tobacco_B_Daily,Cigarettes_B_Current,Cigarettes_B_Daily,P1,P2,P3,P4,P5,P6,P7,P8,P9,C2,P17,P11,P12,P13,P14,P15,P10,P16,O1,O2,O3,O6,O7,O9,O10,O12,O13,O14,O15,O16,W1A,W2A,W3A,W4A,W15A,W16A,W11A,W14A,W6A,W7A,W8A,W10A,W5A,W13A,W12A,W9A,W17A,W18A,W19A,W20A,W21A,W25A,W26A,W1C,W2C,W3C,W4C,W15C,W16C,W11C,W14C,W6C,W7C,W8C,W10C,W5C,W13C,W12C,W9C,W17C,W18C,W19C,W20C,W21C,W25C,W26C,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,E1,E2,E3,E4,E5,E6,E7,C3,E17,E9,E10,E11,E12,E13,E14,E15,C4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,N1,N2,N3,N4,N5,N6,P1_N,P2_N,P3_N,P4_N,P5_N,P6_N,P7_N,P8_N,P9_N,C2_N,P17_N,P11_N,P12_N,P13_N,P14_N,P15_N,P10_N,P16_N,O3_N,W1A_N,W2A_N,W3A_N,W4A_N,W15A_N,W16A_N,W11A_N,W14A_N,W6A_N,W7A_N,W8A_N,W10A_N,W5A_N,W13A_N,W12A_N,W9A_N,W17A_N,W18A_N,W19A_N,W20A_N,W21A_N,W25A_N,W26A_N,W1C_N,W2C_N,W3C_N,W4C_N,W15C_N,W16C_N,W11C_N,W14C_N,W6C_N,W7C_N,W8C_N,W10C_N,W5C_N,W13C_N,W12C_N,W9C_N,W17C_N,W18C_N,W19C_N,W20C_N,W21C_N,W25C_N,W26C_N,MM_N,E1_N,E2_N,E3_N,E4_N,E5_N,E6_N,E7_N,C3_N,E17_N,E9_N,E10_N,E11_N,E12_N,E13_N,E14_N,E15_N,C4_N,R_N
SEAR,Sri Lanka,20409946,Middle,4,4,3,2,3,4,4,3,Sri Lanka STEPS Survey,2006,National,15 - 64,Daily tobacco smoking,22.8,0.3,11.4,Current tobacco smoking,29.9,0.4,15,Current users of smokeless tobacco,24.9,6.9,15.8,27,21,977,977,21,16,977,977,14,11,11,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,5,6,Yes,Yes,Yes,Yes,No,No,NA,Yes,No,NA,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in most,Yes in most,Yes in most,No,Yes in some,Yes,966,966,966,Yes,2,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,9,No,Yes,Yes,Yes,No,Yes,Yes,Yes,5,380.00,LKR,7.20,3.38,59%,0%,0%,73%,59%,14%,7.2,1.89,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,4,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Sudan,43192438,Middle,2,2,2,2,3,5,4,4,Results of Noncommunicable Diseases Risk Factors Survey,2006,Subnational,25 - 64,Daily tobacco smoking,24.7,2.9,12,Current tobacco smoking,29.1,3.5,14,NR,988,988,988,24,22,2,2,21,19,1,1,13,12,11,10,No,No,No,No,No,No,NA,No,NA,999,0,Yes,Yes,Yes,No,Yes,No,NA,No,No,NA,No,NA,No,NA,No,No,No,No,No,Yes,15,30,0,Yes,1,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,15,30,0,Yes,1,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,3.00,SDG,1.94,1.26,0%,59%,0%,72%,59%,13%,1.94,0.65,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,5,960000.00,SDG,462202.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Suriname,524345,Middle,3,2,3,2,2,2,3,3,National Household Prevalence Drug Survey,2007,National,12 - 65,Current cigarette smoking,38.4,9.9,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,No,Yes,Pharmacy,No,NA,No,NA,Yes in most,Yes in most,Yes in most,Yes in some,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,6.00,SRD,3.05,2.19,41%,0%,0%,50%,41%,9%,3.05,2.54,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,988,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Swaziland,1201904,Middle,4,2,3,2,2,4,4,3,Swaziland STEPS Survey,2007,National,25 - 64,Daily tobacco smoking,11.1,1.5,5.9,Current tobacco smoking,12.9,2.2,7.1,Current users of smokeless tobacco,2.6,0.8,1.6,16,11,2,977,14,9,2,977,9,6,8,5,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,Yes,No,No,NA,No,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,No,Yes in some,Yes in some,No,NR,Yes,966,966,966,No,999,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,966,966,966,No,999,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,Yes,Yes,9,No,Yes,Yes,Yes,No,Yes,No,Yes,8,27.50,SZL,6.15,3.75,33%,0%,0%,53%,33%,20%,6.15,2.01,NA,NA,NA,NA,999,999,999,999,Yes,No,Yes,1,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Sweden,9293026,High,4,2,4,3,5,4,4,3,The National Survey on Public Health,2010,National,16 - 84,Daily tobacco smoking,12,13,13,Current tobacco smoking,25,23,24,Current snuff user,26,7,17,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,Yes,Yes,General store,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in most,Yes in most,Yes in most,Yes in most,NR,Yes,35,30,40,Yes,14,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,10,No,Yes,Yes,No,No,Yes,No,Yes,8,50.00,SEK,5.39,6.91,12%,39%,0%,72%,52%,20%,5.39,4.14,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,3,34000000.00,SEK,4719190.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Switzerland,7594561,High,4,2,4,3,4,2,4,4,Tabakmonitoring – Schweizerische Umfrage zum Tabakkonsum,2009,National,14 - 65,Daily tobacco smoking,22,17,19,Current tobacco smoking,31,23,27,Current chewing tobacco,0.2,988,0.1,31,23,21,15,31,23,21,15,26,19,26,19,No,No,No,No,No,No,No,No,NA,999,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in most,Yes in some,NR,Yes,43,35,50,Yes,16,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,18,35,0,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,8,Yes,No,No,No,No,No,No,No,999,7.20,CHF,4.22,6.93,30%,25%,0%,63%,55%,8%,4.22,2.87,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,6,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Syrian Arab Republic,22505091,Middle,2,4,4,2,1,5,3,4,"Mapping the Health and Environmental Situation in Informal Zones in Aleppo, Syria: Report from the Aleppo Household Survey",2004,Subnational,18 - 65,Current cigarette smoking,62,21,988,NR,988,988,988,NR,988,988,988,42,40,988,988,35,33,988,988,988,988,988,988,Yes,Yes,Yes,No,No,Yes,Yes,Yes,NA,5,6,Yes,No,Yes,No,No,No,NA,No,No,NA,No,NA,No,NA,Yes in most,Yes in most,Yes in most,Yes in some,No,Yes,15,30,0,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,966,966,966,Yes,988,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,30.00,SYP,1.14,0.64,18%,15%,0%,33%,33%,0%,1.14,0.76,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,11,1600000.00,SYP,32 952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Tajikistan,7074845,Low,2,4,3,2,2,4,2,2,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,5,6,Yes,Yes,Yes,No,Yes,Yes,No,No,NR,NR,NR,NR,NR,NR,Yes in some,NR,NR,NR,NR,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,NR,NR,NR,NR,NR,NR,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,No,No,6,NR,No,No,No,No,No,NR,No,999,3.00,TJS,1.74,0.68,3%,0%,4%,22%,3%,19%,1.74,0.58,NA,NA,NA,NA,999,999,999,999,No,No,NR,988,NR,NR,NR,z,z,z,z,z,NA,NA,z,NA,NA,z,z,z,z,NA,z,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,NA,z,NA,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Thailand,68139238,Middle,4,5,4,5,4,5,4,4,Global Adult Tobacco Survey,2009,National,15+,Daily tobacco smoking,39.2,2.4,20.3,Current tobacco smoking,45.6,3.1,23.7,Current users of smokeless tobacco,1.3,6.3,3.9,45,39,3,2,45,38,3,2,24,20,24,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,8,8,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in most,Yes in most,Yes in some,Yes in most,Yes in some,Yes,55,55,55,Yes,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,58.00,THB,3.38,1.80,2%,60%,0%,69%,62%,7%,3.38,1.75,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,74,161900000.00,THB,5102775.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,The former Yugoslav Republic of Macedonia,2043360,Middle,2,4,3,4,1,4,4,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,7,7,Yes,Yes,Yes,No,No,No,NA,No,Yes,Pharmacy,No,NA,No,NA,Yes in some,NR,Yes in some,NR,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,33,33,33,No,999,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Yes,No,Yes,Yes,Yes,Yes,Yes,10,No,Yes,Yes,Yes,No,Yes,No,Yes,10,50.00,MKD,2.24,1.06,4%,35%,0%,72%,39%,33%,2.24,1.7,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,988,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Timor-Leste,1171163,Middle,2,2,4,2,1,2,1,3,Global School Personnel Study ,2005,Subnational,NR,Current cigarette smoking,30.5,1.3,23.4,Current tobacco use,37,6.1,29.9,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,No,No,No,No,No,No,No,NA,5,1,No,NA,NA,No,No,No,NA,No,Yes,NA,No,NA,No,NA,No,No,No,No,No,Yes,966,966,966,Yes,5,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,NR,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,No,No,No,No,No,No,No,999,No,No,No,No,No,No,NR,No,999,1.25,USD,NR,1.25,988,988,988,988,988,988,NR,NR,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,1,180.00,USD,180.00,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Togo,6780030,Low,2,2,3,2,4,2,3,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,No,Yes,Pharmacy with Rx,No,NA,No,NA,No,No,Yes in some,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,NR,NR,NR,NR,NR,NR,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,999,No,No,No,No,No,No,NR,No,999,550.00,XOF,2.08,1.09,0%,15%,1%,32%,15%,17%,2.08,1.7,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,0.7,20000000.00,XOF,37916.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Tonga,104260,Middle,2,2,3,3,2,4,4,3,Census ,2006,National,15 - 64,Current tobacco smoking,45.8,12,28.7,NR,988,988,988,NR,988,988,988,44,38,13,8,44,38,13,8,28,23,28,23,No,No,No,Yes,Yes,No,No,No,NA,988,2,Yes,Yes,Yes,No,No,No,NA,No,Yes,Pharmacy,Yes,Pharmacy,Yes,Pharmacy,No,No,No,No,No,Yes,30,30,30,No,999,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,30,966,966,No,999,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,Yes,No,988,No,Yes,Yes,Yes,Yes,No,No,Yes,988,7.30,TOP,7.43,3.79,55%,0%,0%,68%,55%,13%,7.43,6.47,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,2,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Trinidad and Tobago,1343725,High,2,5,3,2,1,2,3,2,"Trinindad and Tobago National Survey, Ministry of Health",1996,National,15+,Current tobacco smoking,29.8,5.1,21.1,NR,988,988,988,NR,988,988,988,27,26,11,10,25,23,10,9,19,18,18,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,8,Yes,Yes,Yes,No,No,No,NA,NR,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,No,No,Yes in some,No,No,Yes,966,966,966,Yes,1,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,966,966,966,Yes,988,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Yes,No,No,No,No,No,No,5,No,No,No,Yes,No,No,No,Yes,5,16.00,TTD,3.13,2.51,21%,0%,0%,34%,21%,13%,3.13,2.93,NA,NA,NA,NA,999,999,999,999,No,No,No,999,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,l,l,l,y,y,y,NA,y,NA,y,l,NA,NA,y,y,y,y,y,NA,NA,NA,NA,y,l,l,l,y,NA,y,NA,NA,NA,y,l,NA,NA,y,y,y,y,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Tunisia,10373957,Middle,3,2,3,2,3,4,4,3,Enquête nationale morbidité et recours aux soins,2005—2006,National,35 - 70,Daily tobacco smoking,53.05,6.63,29.64,NR,988,988,988,Users of snuff,8.6,2.2,5.39,58,57,5,5,53,51,4,4,32,31,28,27,No,No,No,No,No,No,No,No,NA,999,0,Yes,No,Yes,No,No,No,NA,No,Yes,Pharmacy,No,NA,No,NA,Yes in most,Yes in most,Yes in most,Yes in some,No,Yes,966,966,966,Yes,1,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,966,966,966,Yes,1,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,1.90,TND,2.92,1.30,2%,47%,0%,65%,50%,15%,2.92,0.62,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,1,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Turkey,75705147,Middle,4,5,5,4,5,4,5,4,Global Adult Tobacco Survey,2009,National,15+,Daily tobacco smoking,43.8,11.6,27.4,Current tobacco smoking,47.9,15.2,31.2,NR,988,988,988,47,43,15,11,46,42,14,11,31,27,30,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,8,8,Yes,Yes,Yes,Yes,Yes,No,NA,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,Yes in some,Yes in some,Yes in some,Yes,48,30,65,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,Yes,Yes,No,No,No,Yes,Yes,Yes,10,4.50,TRY,3.88,2.98,0%,63%,0%,78%,63%,15%,3.88,3.62,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,8,2000000.00,TRY,1327254.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
